condition,mean_test_dice,std_test_dice,mean_test_iou,std_test_iou,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_loss,mean_best_epoch
drought_negative_init,0.6130381933868811,0.08092391757288173,0.446208551697096,0.08427545362837545,0.6326075272702301,0.12033194545603883,0.618975299717708,0.1358901240982159,0.567736212589911,16.714285714285715
random_init,0.6064266547210052,0.0925284646599897,0.4404692110351756,0.09343491939191419,0.6254738736386355,0.14688727252062103,0.6110336074300877,0.12158626879089383,0.5766001519541462,17.285714285714285
