run_name,fold,method,seed,model_path,val_csv,test_csv,selected_threshold,val_dice,val_iou,val_precision,val_recall,val_accuracy,test_dice,test_iou,test_precision,test_recall,test_accuracy,test_tp,test_fp,test_fn,test_tn
seedrep_fp6_random_seed1,fp6,random,1,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/seed_replication/models/seedrep_fp6_random_seed1_best.pt,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp6/validation.csv,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp6/test.csv,0.47,0.6837036517203521,0.5194146839455478,0.7354029608266465,0.6387958833430287,0.8597398055227092,0.531789853111789,0.36220281833556833,0.8343052222993058,0.3902771069942165,0.8167212991153419,1159605,230300,1811630,7939585
seedrep_fp6_random_seed2,fp6,random,2,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/seed_replication/models/seedrep_fp6_random_seed2_best.pt,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp6/validation.csv,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp6/test.csv,0.47,0.6770213199457245,0.5117401588950393,0.7173641848153292,0.6409744339681034,0.854869641755748,0.5362600645077555,0.36636293886961235,0.8325517731932902,0.39550590915897277,0.8175725600298639,1175141,236352,1796094,7933533
seedrep_fp6_random_seed3,fp6,random,3,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/seed_replication/models/seedrep_fp6_random_seed3_best.pt,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp6/validation.csv,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp6/test.csv,0.62,0.6749726476721944,0.509402803260177,0.70600228739509,0.6465557537636832,0.852230172408246,0.5520516632527596,0.38126475181629893,0.7749755433988608,0.42872711179020073,0.8144472907571159,1273849,369879,1697386,7800006
seedrep_fp6_weak_simsiam_seed1,fp6,weak_simsiam,1,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/seed_replication/models/seedrep_fp6_weak_simsiam_seed1_best.pt,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp6/validation.csv,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp6/test.csv,0.46,0.6844768086714175,0.5203076716421439,0.6941344773276301,0.6750841914636909,0.8523013466282808,0.6080400380689445,0.4368229365055982,0.7714538385032859,0.5017553306958049,0.8274799122529797,1490833,441665,1480402,7728220
seedrep_fp6_weak_simsiam_seed2,fp6,weak_simsiam,2,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/seed_replication/models/seedrep_fp6_weak_simsiam_seed2_best.pt,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp6/validation.csv,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp6/test.csv,0.47,0.6846637365259695,0.5205237288278315,0.7196409572111745,0.6529289661359892,0.8572721983257007,0.561253233598999,0.3900986933252777,0.815484170593443,0.42786450751958605,0.8215980978572995,1271286,287648,1699949,7882237
seedrep_fp6_weak_simsiam_seed3,fp6,weak_simsiam,3,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/seed_replication/models/seedrep_fp6_weak_simsiam_seed3_best.pt,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp6/validation.csv,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp6/test.csv,0.76,0.670798912534824,0.5046632288076565,0.7285178590818199,0.6215544529786023,0.8552248101485317,0.5264974948276175,0.357310213575798,0.7772048711156626,0.39808497140076776,0.8090411017922721,1182804,339065,1788431,7830820
seedrep_fp7_random_seed1,fp7,random,1,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/seed_replication/models/seedrep_fp7_random_seed1_best.pt,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp7/validation.csv,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp7/test.csv,0.46,0.6793882090055764,0.5144496010398297,0.7304657027045737,0.6349870202749229,0.8593583314315061,0.4878348776103658,0.3226068835918219,0.5418088404906651,0.4436402794667219,0.8018927940955425,723434,611786,907243,5425249
seedrep_fp7_random_seed2,fp7,random,2,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/seed_replication/models/seedrep_fp7_random_seed2_best.pt,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp7/validation.csv,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp7/test.csv,0.57,0.6721786181041799,0.5062266862614194,0.707712391944546,0.6400425048006734,0.8534961368726576,0.5063200637145019,0.3389749379466293,0.5760431739078976,0.4516529024447851,0.8126915825737742,736500,542050,894177,5494985
seedrep_fp7_random_seed3,fp7,random,3,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/seed_replication/models/seedrep_fp7_random_seed3_best.pt,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp7/validation.csv,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp7/test.csv,0.51,0.6691421156763074,0.5027900601245249,0.7057008816782185,0.636184632259948,0.8523634205693713,0.4790818159146722,0.3149951265805856,0.5199993681651071,0.4441339394619263,0.7945973975026606,724239,668530,906438,5368505
seedrep_fp7_weak_simsiam_seed1,fp7,weak_simsiam,1,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/seed_replication/models/seedrep_fp7_weak_simsiam_seed1_best.pt,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp7/validation.csv,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp7/test.csv,0.72,0.6783487549994538,0.5132585147295596,0.6882163708024848,0.668760102311166,0.8511700837508421,0.4673550511357722,0.304933671351677,0.45841238761118225,0.4766535616801809,0.7689394176515658,777268,918297,853409,5118738
seedrep_fp7_weak_simsiam_seed2,fp7,weak_simsiam,2,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/seed_replication/models/seedrep_fp7_weak_simsiam_seed2_best.pt,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp7/validation.csv,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp7/test.csv,0.48,0.6799273293575717,0.515068105323836,0.7119966247323158,0.6506224119177181,0.8562516751496617,0.4897396903178242,0.32427501880181614,0.5616241343476126,0.4341687532233279,0.8075946253588971,707989,552621,922688,5484414
seedrep_fp7_weak_simsiam_seed3,fp7,weak_simsiam,3,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/seed_replication/models/seedrep_fp7_weak_simsiam_seed3_best.pt,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp7/validation.csv,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/training/lofo_csvs/heldout_fp7/test.csv,0.52,0.6892418427666345,0.5258344866771048,0.706225165857561,0.6730561686734999,0.8575737994650064,0.47798598768530925,0.3140483489756999,0.481543303577789,0.4744808444590514,0.7795968341012185,773725,833036,856952,5203999
