base_train_csv,output_train_csv,base_rows,drought_unique_rows,drought_multiplier,drought_rows_added,output_rows,condition,fold
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_train.csv,drought_augmentation/csvs/no_overlap_converted_plus_drought_combined/florence_only/held_out_fp1_train.csv,743,164,1,164,907,florence_only,fp1
training/fine_tune_csvs/no_overlap_converted/held_out_fp2_train.csv,drought_augmentation/csvs/no_overlap_converted_plus_drought_combined/florence_only/held_out_fp2_train.csv,728,164,1,164,892,florence_only,fp2
training/fine_tune_csvs/no_overlap_converted/held_out_fp3_train.csv,drought_augmentation/csvs/no_overlap_converted_plus_drought_combined/florence_only/held_out_fp3_train.csv,652,164,1,164,816,florence_only,fp3
training/fine_tune_csvs/no_overlap_converted/held_out_fp4_train.csv,drought_augmentation/csvs/no_overlap_converted_plus_drought_combined/florence_only/held_out_fp4_train.csv,580,164,1,164,744,florence_only,fp4
training/fine_tune_csvs/no_overlap_converted/held_out_fp5_train.csv,drought_augmentation/csvs/no_overlap_converted_plus_drought_combined/florence_only/held_out_fp5_train.csv,658,164,1,164,822,florence_only,fp5
training/fine_tune_csvs/no_overlap_converted/held_out_fp6_train.csv,drought_augmentation/csvs/no_overlap_converted_plus_drought_combined/florence_only/held_out_fp6_train.csv,602,164,1,164,766,florence_only,fp6
training/fine_tune_csvs/no_overlap_converted/held_out_fp7_train.csv,drought_augmentation/csvs/no_overlap_converted_plus_drought_combined/florence_only/held_out_fp7_train.csv,759,164,1,164,923,florence_only,fp7
