scene,tiles,model_mse,model_mae,zero_mse,zero_mae,mean_fill_mse,mean_fill_mae,effective_mask_fraction
bernar_32914_17090,156,0.40534494048318803,0.448965749106346,0.9868092533105459,0.811846211934701,0.994781806300848,0.815534634467883,0.4942305036753129
levees_35510_11033,159,0.28381678583861897,0.3506219174314595,0.9907650872596405,0.8470288098983045,1.0002956862719554,0.8507216467797382,0.49459047367944503
neches_16510_17089,135,0.43978028970736044,0.44263740590325107,0.9671649363305833,0.7395872116088867,0.9755249005776865,0.7446290135383606,0.4936561554099247
